hotel_id,date,available_rooms,occupied_rooms
H007,2025-07-04,52,36
H008,2025-11-06,93,69
H009,2025-11-13,53,36
H010,2025-08-11,78,59
H011,2025-11-26,59,50
H012,2025-09-18,58,47
H013,2025-08-25,69,47
H014,2025-11-22,41,29
H015,2025-09-06,75,56
H016,2025-09-05,57,44
H017,2025-09-16,106,83
H018,2025-11-24,42,34
H019,2025-10-27,110,85
H020,2025-07-29,88,63
H021,2025-08-19,94,76
H022,2025-08-07,48,40
H023,2025-11-02,105,83
H024,2025-12-20,74,53
H025,2025-12-01,112,87
H026,2025-09-13,108,80
H027,2025-07-10,112,80
H028,2025-11-28,72,57
H029,2025-09-22,70,57
H030,2025-08-16,68,47
H031,2025-10-17,104,75
H032,2025-11-05,115,82
H033,2025-11-15,95,75
H034,2025-11-01,100,76
H035,2025-09-21,84,68
H036,2025-11-28,43,37
H037,2025-10-16,67,48
H038,2025-10-19,99,72
H039,2025-09-28,105,78
H040,2025-10-23,40,28
H041,2025-07-02,86,62
H042,2025-11-24,83,59
H043,2025-11-02,68,48
H044,2025-12-26,64,45
H045,2025-08-07,106,78
H046,2025-11-24,75,54
H047,2025-10-12,60,45
H048,2025-08-01,93,67
H049,2025-10-01,58,42
H050,2025-10-08,114,92
H001,2025-07-25,74,57
H002,2025-08-12,71,53
H003,2025-12-05,95,69
H004,2025-11-01,51,35
H005,2025-10-08,71,55
H006,2025-10-02,117,87
H007,2025-12-13,52,41
H008,2025-09-27,93,70
H009,2025-08-30,53,39
H010,2025-11-21,78,64
H011,2025-07-14,59,40
H012,2025-07-19,58,48
H013,2025-09-16,69,57
H014,2025-09-29,41,29
H015,2025-11-02,75,55
H016,2025-07-11,57,45
H017,2025-10-10,106,82
H018,2025-09-07,42,27
H019,2025-11-10,110,85
H020,2025-08-29,88,62
H021,2025-07-29,94,75
H022,2025-10-16,48,35
H023,2025-11-09,105,80
H024,2025-11-07,74,53
H025,2025-08-16,112,84
H026,2025-07-10,108,87
H027,2025-12-21,112,81
H028,2025-08-03,72,55
H029,2025-12-17,70,49
H030,2025-12-29,68,52
H031,2025-12-01,104,78
H032,2025-12-14,115,92
H033,2025-11-15,95,67
H034,2025-09-07,100,74
H035,2025-08-29,84,67
H036,2025-10-09,43,32
H037,2025-10-12,67,51
H038,2025-09-03,99,76
H039,2025-07-31,105,79
H040,2025-12-19,40,35
H041,2025-07-27,86,68
H042,2025-11-09,83,62
H043,2025-10-13,68,55
H044,2025-10-03,64,52
H045,2025-07-14,106,84
H046,2025-07-08,75,55
H047,2025-12-24,60,45
H048,2025-07-10,93,74
H049,2025-08-04,58,46
H050,2025-08-12,114,91
H001,2025-08-26,74,53
H002,2025-07-06,71,58
H003,2025-10-08,95,69
H004,2025-07-18,51,39
H005,2025-07-10,71,59
H006,2025-11-21,117,93
H007,2025-12-11,52,42
H008,2025-09-07,93,67
H009,2025-11-06,53,42
H010,2025-12-18,78,60
H011,2025-10-12,59,43
H012,2025-09-08,58,48
H013,2025-07-30,69,47
H014,2025-10-17,41,30
H015,2025-08-03,75,54
H016,2025-10-22,57,48
H017,2025-12-13,106,83
H018,2025-09-29,42,32
H019,2025-12-07,110,84
H020,2025-08-10,88,67
H021,2025-11-12,94,76
H022,2025-09-23,48,37
H023,2025-12-16,105,77
H024,2025-08-28,74,56
H025,2025-11-14,112,85
H026,2025-10-31,108,86
H027,2025-07-03,112,85
H028,2025-09-15,72,54
H029,2025-11-01,70,54
H030,2025-10-18,68,54
H031,2025-07-09,104,84
H032,2025-08-11,115,86
H033,2025-08-20,95,70
H034,2025-08-08,100,80
H035,2025-11-26,84,60
H036,2025-10-09,43,38
H037,2025-08-18,67,51
H038,2025-09-07,99,79
H039,2025-07-18,105,79
H040,2025-09-24,40,27
H041,2025-09-29,86,60
H042,2025-12-11,83,60
H043,2025-07-13,68,53
H044,2025-10-28,64,44
H045,2025-09-17,106,86
H046,2025-09-15,75,59
H047,2025-12-07,60,47
H048,2025-11-20,93,74
H049,2025-11-21,58,45
H050,2025-07-18,114,90
H001,2025-10-21,74,51
H002,2025-10-30,71,49
H003,2025-11-21,95,69
H004,2025-10-20,51,34
H005,2025-11-03,71,52
H006,2025-07-07,117,92
H007,2025-08-27,52,42
H008,2025-12-27,93,75
H009,2025-09-28,53,40
H010,2025-11-08,78,61
H011,2025-09-30,59,48
H012,2025-07-23,58,49
H013,2025-07-16,69,50
H014,2025-07-13,41,26
H015,2025-12-19,75,62
H016,2025-10-01,57,41
H017,2025-10-30,106,77
H018,2025-11-16,42,28
H019,2025-09-10,110,87
H020,2025-12-07,88,68
H021,2025-11-04,94,71
H022,2025-08-30,48,39
H023,2025-11-24,105,76
H024,2025-12-05,74,55
H025,2025-12-07,112,80
H026,2025-12-27,108,78
H027,2025-09-20,112,83
H028,2025-07-02,72,50
H029,2025-10-09,70,50
H030,2025-10-19,68,52
H031,2025-09-04,104,77
H032,2025-08-16,115,90
H033,2025-12-30,95,72
H034,2025-07-12,100,76
H035,2025-08-31,84,59
H036,2025-11-30,43,28
H037,2025-11-22,67,47
H038,2025-11-15,99,77
H039,2025-12-01,105,81
H040,2025-08-11,40,26
H041,2025-08-18,86,61
H042,2025-07-16,83,58
H043,2025-12-12,68,54
H044,2025-07-12,64,52
H045,2025-11-27,106,76
H046,2025-11-16,75,55
H047,2025-12-23,60,49
H048,2025-12-15,93,66
H049,2025-11-05,58,42
H050,2025-10-09,114,84
H001,2025-10-10,74,53
H002,2025-09-25,71,52
H003,2025-07-11,95,72
H004,2025-07-16,51,43
H005,2025-10-23,71,52
H006,2025-10-02,117,91
H007,2025-10-13,52,43
H008,2025-08-03,93,72
H009,2025-11-28,53,37
H010,2025-07-16,78,58
H011,2025-10-15,59,49
H012,2025-07-10,58,42
H013,2025-11-02,69,53
H014,2025-07-09,41,30
H015,2025-09-06,75,61
H016,2025-10-17,57,45
H017,2025-10-12,106,85
H018,2025-08-01,42,35
H019,2025-11-22,110,83
H020,2025-08-24,88,72
H021,2025-12-19,94,69
H022,2025-09-14,48,36
H023,2025-10-21,105,76
H024,2025-11-06,74,57
H025,2025-07-14,112,83
H026,2025-07-21,108,85
H027,2025-12-24,112,82
H028,2025-07-12,72,58
H029,2025-10-13,70,50
H030,2025-10-09,68,50
H031,2025-07-05,104,82
H032,2025-08-02,115,88
H033,2025-09-28,95,74
H034,2025-08-22,100,81
H035,2025-11-03,84,61
H036,2025-11-12,43,29
H037,2025-07-02,67,51
H038,2025-07-15,99,78
H039,2025-12-20,105,77
H040,2025-09-28,40,28
H041,2025-08-24,86,65
H042,2025-08-30,83,62
H043,2025-08-22,68,53
H044,2025-12-27,64,54
H045,2025-09-02,106,77
H046,2025-07-01,75,55
H047,2025-12-16,60,47
H048,2025-12-18,93,68
H049,2025-07-18,58,40
H050,2025-11-24,114,92
H001,2025-08-02,74,57
H002,2025-11-04,71,49
H003,2025-12-13,95,68
H004,2025-07-27,51,44
H005,2025-11-25,71,56
H006,2025-12-23,117,93
H007,2025-11-04,52,35
H008,2025-12-13,93,73
H009,2025-10-18,53,38
H010,2025-07-05,78,55
H011,2025-07-01,59,46
H012,2025-09-04,58,44
H013,2025-09-07,69,50
H014,2025-08-03,41,31
H015,2025-08-23,75,59
H016,2025-08-09,57,48
H017,2025-09-15,106,78
H018,2025-10-11,42,30
H019,2025-11-15,110,85
H020,2025-07-04,88,65
H021,2025-07-07,94,67
H022,2025-09-03,48,40
H023,2025-07-14,105,83
H024,2025-07-03,74,57
H025,2025-11-26,112,86
H026,2025-09-11,108,78
H027,2025-09-28,112,83
H028,2025-09-06,72,54
H029,2025-11-17,70,49
H030,2025-11-30,68,52
H031,2025-10-09,104,80
H032,2025-11-22,115,82
H033,2025-09-12,95,67
H034,2025-09-15,100,81
H035,2025-07-27,84,65
H036,2025-08-05,43,31
H037,2025-10-21,67,51
H038,2025-11-19,99,72
H039,2025-07-06,105,82
H040,2025-11-19,40,25
H041,2025-08-12,86,60
H042,2025-09-15,83,60
H043,2025-12-21,68,47
H044,2025-07-03,64,46
H045,2025-08-04,106,76
H046,2025-09-18,75,57
H047,2025-08-31,60,50
H048,2025-12-25,93,67
H049,2025-11-21,58,39
H050,2025-09-16,114,90
H001,2025-09-12,74,53
H002,2025-09-08,71,52
H003,2025-12-15,95,68
H004,2025-10-10,51,43
H005,2025-10-31,71,53
H006,2025-11-02,117,85
H007,2025-10-25,52,35
H008,2025-11-21,93,74
H009,2025-11-18,53,39
H010,2025-08-26,78,59
H011,2025-11-22,59,50
H012,2025-12-23,58,42
H013,2025-12-05,69,57
H014,2025-12-11,41,29
H015,2025-08-09,75,57
H016,2025-09-06,57,45
H017,2025-08-25,106,82
H018,2025-12-14,42,33
H019,2025-12-25,110,88
H020,2025-12-01,88,66
H021,2025-10-10,94,70
H022,2025-08-12,48,33
H023,2025-07-27,105,83
H024,2025-11-22,74,60
H025,2025-08-13,112,89
H026,2025-07-12,108,86
H027,2025-08-17,112,80
H028,2025-10-07,72,55
H029,2025-08-29,70,54
H030,2025-10-17,68,55
H031,2025-09-03,104,83
H032,2025-10-19,115,86
H033,2025-08-18,95,77
H034,2025-11-21,100,79
H035,2025-07-31,84,68
H036,2025-10-03,43,36
H037,2025-12-22,67,47
H038,2025-07-25,99,78
H039,2025-11-19,105,83
H040,2025-10-04,40,29
H041,2025-09-28,86,62
H042,2025-11-20,83,61
H043,2025-09-30,68,56
H044,2025-11-05,64,46
H045,2025-10-17,106,85
H046,2025-10-11,75,59
H047,2025-11-09,60,46
H048,2025-10-08,93,73
H049,2025-09-08,58,40
H050,2025-10-07,114,88
H001,2025-12-06,74,61
H002,2025-12-04,71,57
H003,2025-12-28,95,73
H004,2025-11-01,51,41
H005,2025-07-14,71,55
H006,2025-08-05,117,89
H007,2025-10-17,52,43
H008,2025-11-10,93,67
H009,2025-11-19,53,40
H010,2025-08-17,78,59
H011,2025-08-06,59,47
H012,2025-12-23,58,42
H013,2025-08-18,69,55
H014,2025-10-27,41,33
H015,2025-10-15,75,55
H016,2025-10-06,57,46
H017,2025-12-25,106,79
H018,2025-10-02,42,28
H019,2025-09-07,110,86
H020,2025-12-12,88,63
H021,2025-11-06,94,72
H022,2025-11-22,48,41
H023,2025-07-22,105,83
H024,2025-09-17,74,53
H025,2025-07-08,112,83
H026,2025-11-18,108,86
H027,2025-07-21,112,88
H028,2025-07-03,72,59
H029,2025-07-25,70,58
H030,2025-10-09,68,47
H031,2025-09-16,104,84
H032,2025-10-10,115,84
H033,2025-09-02,95,69
H034,2025-09-10,100,79
H035,2025-10-31,84,64
H036,2025-12-02,43,28
H037,2025-10-05,67,46
H038,2025-12-13,99,74
H039,2025-10-13,105,78
H040,2025-12-28,40,32
H041,2025-07-09,86,63
H042,2025-09-25,83,58
H043,2025-11-24,68,49
H044,2025-09-25,64,53
H045,2025-07-06,106,76
H046,2025-11-18,75,54
H047,2025-11-23,60,42
H048,2025-12-12,93,72
H049,2025-09-18,58,47
H050,2025-12-09,114,88
H001,2025-12-25,74,55
H002,2025-11-09,71,51
H003,2025-11-21,95,71
H004,2025-10-29,51,42
H005,2025-08-21,71,53
H006,2025-12-03,117,92
H007,2025-11-25,52,36
H008,2025-11-09,93,70
H009,2025-11-10,53,36
H010,2025-10-26,78,61
H011,2025-11-23,59,48
H012,2025-08-24,58,47
H013,2025-11-16,69,47
H014,2025-07-27,41,26
H015,2025-07-02,75,59
H016,2025-08-19,57,40
H017,2025-12-20,106,82
H018,2025-11-07,42,29
H019,2025-09-28,110,80
H020,2025-09-27,88,67
H021,2025-07-23,94,72
H022,2025-11-24,48,31
H023,2025-08-07,105,75
H024,2025-09-26,74,59
H025,2025-11-13,112,82
H026,2025-12-12,108,77
H027,2025-08-06,112,81
H028,2025-10-29,72,51
H029,2025-08-13,70,53
H030,2025-07-23,68,48
H031,2025-09-02,104,83
H032,2025-09-23,115,87
H033,2025-12-30,95,73
H034,2025-09-22,100,80
H035,2025-08-23,84,69
H036,2025-10-12,43,37
H037,2025-09-24,67,48
H038,2025-07-16,99,78
H039,2025-11-07,105,77
H040,2025-10-10,40,35
H041,2025-09-27,86,67
H042,2025-07-19,83,60
H043,2025-11-02,68,50
H044,2025-09-02,64,45
H045,2025-08-05,106,83
H046,2025-07-09,75,58
H047,2025-12-21,60,43
H048,2025-12-21,93,66
H049,2025-08-15,58,44
H050,2025-11-21,114,85
H001,2025-07-24,74,54
H002,2025-09-15,71,54
H003,2025-11-13,95,73
H004,2025-10-18,51,44
H005,2025-12-04,71,50
H006,2025-08-16,117,92
H007,2025-07-29,52,38
H008,2025-10-27,93,71
H009,2025-09-13,53,39
H010,2025-08-05,78,60
H011,2025-10-18,59,50
H012,2025-08-10,58,39
H013,2025-10-02,69,47
H014,2025-09-15,41,27
H015,2025-09-15,75,52
H016,2025-10-27,57,42
H017,2025-11-11,106,83
H018,2025-12-20,42,27
H019,2025-12-01,110,85
H020,2025-11-30,88,64
H021,2025-07-22,94,75
H022,2025-08-12,48,39
H023,2025-07-09,105,81
H024,2025-10-25,74,57
H025,2025-07-15,112,89
H026,2025-12-30,108,84
H027,2025-09-09,112,81
H028,2025-08-02,72,55
H029,2025-10-15,70,49
H030,2025-07-27,68,49
H031,2025-12-25,104,80
H032,2025-08-25,115,84
H033,2025-10-07,95,75
H034,2025-07-26,100,79
H035,2025-12-30,84,66
H036,2025-07-11,43,38
H037,2025-12-26,67,49
H038,2025-12-17,99,78
H039,2025-12-17,105,82
H040,2025-07-30,40,33
H041,2025-12-26,86,63
H042,2025-08-21,83,62
H043,2025-07-22,68,54
H044,2025-10-09,64,47
H045,2025-08-28,106,79
H046,2025-07-29,75,54
H047,2025-08-09,60,45
H048,2025-09-11,93,67
H049,2025-08-30,58,48
H050,2025-12-04,114,88
H001,2025-09-27,74,58
H002,2025-10-29,71,56
H003,2025-12-24,95,71
H004,2025-11-11,51,43
H005,2025-12-02,71,51
H006,2025-07-31,117,92
H007,2025-12-10,52,45
H008,2025-08-10,93,69
H009,2025-11-22,53,44
H010,2025-11-02,78,62
H011,2025-12-07,59,42
H012,2025-07-16,58,45
H013,2025-09-28,69,47
H014,2025-08-28,41,31
H015,2025-10-16,75,57
H016,2025-09-03,57,42
H017,2025-12-28,106,80
H018,2025-07-20,42,27
H019,2025-11-19,110,84
H020,2025-07-02,88,64
H021,2025-10-04,94,74
H022,2025-11-16,48,41
H023,2025-12-18,105,75
H024,2025-11-29,74,56
H025,2025-12-24,112,83
H026,2025-11-13,108,83
H027,2025-07-18,112,85
H028,2025-10-30,72,54
H029,2025-08-04,70,52
H030,2025-08-25,68,56
H031,2025-10-25,104,82
H032,2025-10-28,115,84
H033,2025-09-10,95,76
H034,2025-08-03,100,77
H035,2025-10-20,84,60
H036,2025-11-22,43,35
H037,2025-11-07,67,47
H038,2025-08-08,99,79
H039,2025-12-22,105,79
H040,2025-11-26,40,27
H041,2025-07-31,86,69
H042,2025-08-20,83,60
H043,2025-12-01,68,52
H044,2025-08-08,64,54
H045,2025-08-31,106,81
H046,2025-12-30,75,59
H047,2025-07-08,60,50
H048,2025-07-25,93,75
H049,2025-11-16,58,46
H050,2025-07-08,114,85
H001,2025-09-18,74,58
H002,2025-07-24,71,56
H003,2025-10-03,95,72
H004,2025-12-27,51,37
H005,2025-11-21,71,56
H006,2025-09-04,117,88
H007,2025-07-29,52,36
H008,2025-12-26,93,70
H009,2025-08-06,53,35
H010,2025-07-21,78,54
H011,2025-07-15,59,46
H012,2025-07-24,58,49
H013,2025-08-18,69,52
H014,2025-12-23,41,30
H015,2025-11-29,75,61
H016,2025-09-09,57,39
H017,2025-10-22,106,78
H018,2025-11-18,42,27
H019,2025-11-14,110,83
H020,2025-08-31,88,62
H021,2025-07-30,94,66
H022,2025-07-04,48,38
H023,2025-10-29,105,84
H024,2025-10-09,74,60
H025,2025-10-29,112,82
H026,2025-07-06,108,83
H027,2025-11-25,112,89
H028,2025-12-14,72,50
H029,2025-07-07,70,51
H030,2025-11-20,68,52
H031,2025-08-23,104,83
H032,2025-07-19,115,92
H033,2025-10-22,95,75
H034,2025-11-25,100,78
H035,2025-08-06,84,64
H036,2025-07-01,43,30
H037,2025-10-15,67,56
H038,2025-09-19,99,74
H039,2025-07-31,105,84
H040,2025-07-03,40,35
H041,2025-09-03,86,69
H042,2025-07-22,83,68
H043,2025-07-06,68,54
H044,2025-09-21,64,48
H045,2025-10-21,106,86
H046,2025-09-04,75,60
H047,2025-09-12,60,49
H048,2025-08-10,93,66
H049,2025-07-25,58,48
H050,2025-08-21,114,90
H001,2025-09-05,74,61
H002,2025-08-23,71,54
H003,2025-11-26,95,75
H004,2025-08-21,51,39
H005,2025-08-25,71,55
H006,2025-09-27,117,86
H007,2025-08-30,52,40
H008,2025-11-10,93,75
H009,2025-07-30,53,43
H010,2025-10-20,78,56
H011,2025-11-12,59,45
H012,2025-08-30,58,46
H013,2025-09-21,69,48
H014,2025-08-23,41,29
H015,2025-09-11,75,57
H016,2025-11-22,57,44
H017,2025-10-18,106,76
H018,2025-11-04,42,35
H019,2025-07-12,110,81
H020,2025-07-24,88,71
H021,2025-07-06,94,71
H022,2025-07-12,48,39
H023,2025-10-01,105,82
H024,2025-10-17,74,55
H025,2025-10-30,112,82
H026,2025-11-11,108,86
H027,2025-10-21,112,80
H028,2025-09-03,72,59
H029,2025-10-20,70,51
H030,2025-10-03,68,57
H031,2025-10-30,104,81
H032,2025-10-02,115,85
H033,2025-08-01,95,76
H034,2025-10-13,100,76
H035,2025-09-04,84,62
H036,2025-09-05,43,32
H037,2025-12-20,67,54
H038,2025-11-22,99,73
H039,2025-07-02,105,76
H040,2025-07-13,40,30
H041,2025-09-09,86,61
H042,2025-10-20,83,59
H043,2025-07-29,68,49
H044,2025-11-24,64,50
H045,2025-09-03,106,81
H046,2025-09-16,75,54
H047,2025-09-10,60,49
H048,2025-10-25,93,69
H049,2025-10-30,58,39
H050,2025-09-24,114,89
H001,2025-09-15,74,52
H002,2025-12-27,71,51
H003,2025-11-11,95,76
H004,2025-11-19,51,42
H005,2025-07-18,71,56
H006,2025-07-31,117,93
H007,2025-08-14,52,35
H008,2025-12-25,93,74
H009,2025-10-29,53,35
H010,2025-09-20,78,61
H011,2025-09-25,59,43
H012,2025-11-03,58,47
H013,2025-09-09,69,57
H014,2025-08-17,41,29
H015,2025-10-06,75,61
H016,2025-12-26,57,43
H017,2025-07-07,106,76
H018,2025-08-02,42,30
H019,2025-08-17,110,80
H020,2025-11-29,88,68
H021,2025-11-29,94,66
H022,2025-08-18,48,39
H023,2025-08-16,105,78
H024,2025-09-26,74,53
H025,2025-11-20,112,89
H026,2025-11-07,108,77
H027,2025-12-13,112,82
H028,2025-07-29,72,52
H029,2025-08-19,70,58
H030,2025-09-11,68,55
H031,2025-08-14,104,83
H032,2025-09-18,115,83
H033,2025-09-15,95,69
H034,2025-10-16,100,76
H035,2025-11-14,84,65
H036,2025-07-29,43,32
H037,2025-08-14,67,52
H038,2025-10-28,99,76
H039,2025-08-19,105,84
H040,2025-10-17,40,27
H041,2025-11-13,86,66
H042,2025-07-16,83,64
H043,2025-12-07,68,49
H044,2025-08-23,64,54
H045,2025-10-30,106,80
H046,2025-11-29,75,62
H047,2025-07-28,60,46
H048,2025-12-03,93,66
H049,2025-12-30,58,45
H050,2025-11-02,114,86
H001,2025-12-04,74,59
H002,2025-07-18,71,54
H003,2025-09-06,95,74
H004,2025-11-25,51,34
H005,2025-10-08,71,53
H006,2025-12-27,117,93
H007,2025-08-20,52,38
H008,2025-09-12,93,73
H009,2025-11-08,53,38
H010,2025-09-10,78,60
H011,2025-12-19,59,42
H012,2025-11-12,58,44
H013,2025-12-05,69,50
H014,2025-11-08,41,31
H015,2025-07-26,75,59
H016,2025-09-19,57,45
H017,2025-10-01,106,83
H018,2025-12-11,42,34
H019,2025-07-29,110,89
H020,2025-11-12,88,64
H021,2025-08-03,94,71
H022,2025-12-24,48,38
H023,2025-10-02,105,75
H024,2025-08-08,74,53
H025,2025-12-19,112,90
H026,2025-11-05,108,82
H027,2025-11-07,112,89
H028,2025-12-24,72,56
H029,2025-12-28,70,56
H030,2025-07-04,68,53
H031,2025-12-23,104,81
H032,2025-11-10,115,88
H033,2025-07-17,95,68
H034,2025-11-22,100,76
H035,2025-11-30,84,63
H036,2025-11-23,43,30
H037,2025-11-24,67,50
H038,2025-10-03,99,76
H039,2025-07-13,105,85
H040,2025-11-06,40,30
H041,2025-07-17,86,69
H042,2025-07-03,83,59
H043,2025-08-01,68,57
H044,2025-10-18,64,53
H045,2025-08-13,106,76
H046,2025-10-13,75,59
H047,2025-08-27,60,48
H048,2025-09-16,93,76
H049,2025-12-17,58,41
H050,2025-10-25,114,86
H001,2025-10-06,74,58
H002,2025-11-18,71,50
H003,2025-12-30,95,75
H004,2025-08-06,51,39
H005,2025-07-05,71,58
H006,2025-09-06,117,92
H007,2025-07-15,52,35
H008,2025-07-19,93,75
H009,2025-10-17,53,38
H010,2025-10-12,78,56
H011,2025-11-03,59,48
H012,2025-12-25,58,47
H013,2025-08-05,69,53
H014,2025-07-18,41,30
H015,2025-07-13,75,52
H016,2025-12-01,57,40
H017,2025-07-07,106,84
H018,2025-08-30,42,28
H019,2025-11-26,110,79
H020,2025-12-07,88,62
H021,2025-09-26,94,73
H022,2025-11-09,48,39
H023,2025-12-11,105,84
H024,2025-12-16,74,51
H025,2025-12-13,112,90
H026,2025-12-22,108,77
H027,2025-11-01,112,80
H028,2025-08-06,72,58
H029,2025-11-23,70,51
H030,2025-09-18,68,55
H031,2025-07-05,104,79
H032,2025-11-10,115,89
H033,2025-11-25,95,75
H034,2025-10-29,100,81
H035,2025-10-27,84,60
H036,2025-07-03,43,32
H037,2025-10-08,67,52
H038,2025-09-09,99,73
H039,2025-07-27,105,83
H040,2025-10-11,40,25
H041,2025-09-19,86,63
H042,2025-09-06,83,61
H043,2025-12-22,68,54
H044,2025-08-31,64,46
H045,2025-09-20,106,77
H046,2025-11-27,75,62
H047,2025-07-28,60,45
H048,2025-12-06,93,75
H049,2025-12-19,58,49
H050,2025-08-07,114,89
H001,2025-12-23,74,55
H002,2025-07-25,71,57
H003,2025-10-19,95,67
H004,2025-10-10,51,37
H005,2025-08-29,71,49
H006,2025-10-25,117,92
H007,2025-12-28,52,41
H008,2025-08-29,93,74
H009,2025-12-03,53,36
H010,2025-08-11,78,59
H011,2025-10-18,59,44
H012,2025-11-25,58,47
H013,2025-07-07,69,48
H014,2025-10-29,41,34
H015,2025-12-25,75,54
H016,2025-12-20,57,41
H017,2025-09-11,106,80
H018,2025-11-06,42,30
H019,2025-10-18,110,84
H020,2025-12-08,88,67
H021,2025-11-24,94,74
H022,2025-10-22,48,36
H023,2025-11-05,105,83
H024,2025-07-27,74,59
H025,2025-07-08,112,90
H026,2025-08-14,108,85
H027,2025-07-16,112,85
H028,2025-08-30,72,54
H029,2025-09-17,70,48
H030,2025-12-15,68,56
H031,2025-07-03,104,75
H032,2025-07-13,115,82
H033,2025-09-17,95,72
H034,2025-09-08,100,80
H035,2025-07-22,84,63
H036,2025-07-13,43,30
H037,2025-07-27,67,48
H038,2025-09-18,99,73
H039,2025-09-18,105,76
H040,2025-10-18,40,35
H041,2025-07-26,86,67
H042,2025-10-19,83,66
H043,2025-08-22,68,50
H044,2025-11-07,64,47
H045,2025-11-12,106,86
H046,2025-10-06,75,62
H047,2025-11-06,60,43
H048,2025-07-16,93,75
H049,2025-07-17,58,44
H050,2025-07-02,114,85
H001,2025-09-18,74,55
H002,2025-10-25,71,52
H003,2025-10-16,95,67
H004,2025-11-30,51,41
H005,2025-10-03,71,57
H006,2025-11-10,117,91
H007,2025-10-05,52,45
H008,2025-07-06,93,73
H009,2025-07-12,53,42
H010,2025-10-27,78,63
H011,2025-08-05,59,49
H012,2025-11-13,58,45
H013,2025-09-10,69,57
H014,2025-12-07,41,26
H015,2025-12-12,75,61
H016,2025-10-15,57,39
H017,2025-11-08,106,77
H018,2025-07-05,42,28
H019,2025-08-25,110,83
H020,2025-07-16,88,63
H021,2025-07-08,94,73
H022,2025-08-10,48,39
H023,2025-12-29,105,82
H024,2025-11-18,74,61
H025,2025-11-03,112,87
H026,2025-10-16,108,78
H027,2025-12-03,112,83
H028,2025-12-17,72,57
H029,2025-12-05,70,50
H030,2025-11-19,68,55
H031,2025-10-12,104,78
H032,2025-09-11,115,92
H033,2025-11-28,95,75
H034,2025-08-19,100,79
H035,2025-10-11,84,68
H036,2025-07-22,43,32
H037,2025-12-12,67,54
H038,2025-11-10,99,80
H039,2025-07-28,105,83
H040,2025-11-24,40,35
H041,2025-10-04,86,65
H042,2025-12-02,83,61
H043,2025-12-23,68,56
H044,2025-12-19,64,53
H045,2025-11-23,106,83
H046,2025-12-21,75,56
H047,2025-11-12,60,49
H048,2025-09-08,93,69
H049,2025-07-19,58,41
H050,2025-07-26,114,86
H001,2025-10-16,74,59
H002,2025-07-26,71,58
H003,2025-07-20,95,72
H004,2025-10-24,51,36
H005,2025-11-04,71,57
H006,2025-12-12,117,91
H007,2025-11-14,52,41
H008,2025-07-24,93,72
H009,2025-10-25,53,38
H010,2025-07-05,78,56
H011,2025-09-26,59,47
H012,2025-10-03,58,41
H013,2025-10-15,69,47
H014,2025-09-12,41,32
H015,2025-11-14,75,62
H016,2025-12-05,57,40
H017,2025-12-22,106,84
H018,2025-09-23,42,27
H019,2025-07-26,110,79
H020,2025-12-30,88,67
H021,2025-11-26,94,75
H022,2025-08-08,48,36
H023,2025-08-18,105,81
H024,2025-08-22,74,55
H025,2025-12-07,112,81
H026,2025-11-29,108,84
H027,2025-09-13,112,85
H028,2025-07-03,72,52
H029,2025-12-29,70,53
H030,2025-07-31,68,50
H031,2025-07-30,104,83
H032,2025-12-22,115,87
H033,2025-12-28,95,69
H034,2025-09-22,100,71
H035,2025-11-01,84,65
H036,2025-12-05,43,35
H037,2025-09-13,67,49
H038,2025-11-24,99,72
H039,2025-08-12,105,81
H040,2025-07-23,40,27
H041,2025-07-29,86,67
H042,2025-12-24,83,59
H043,2025-11-05,68,57
H044,2025-08-13,64,52
H045,2025-10-14,106,78
H046,2025-10-15,75,54
H047,2025-07-23,60,42
H048,2025-09-05,93,68
H049,2025-09-22,58,49
H050,2025-11-22,114,86
H001,2025-07-17,74,54
H002,2025-08-22,71,59
H003,2025-08-05,95,76
H004,2025-10-23,51,36
H005,2025-08-01,71,51
H006,2025-11-30,117,92
H007,2025-12-28,52,41
H008,2025-07-09,93,68
H009,2025-12-24,53,45
H010,2025-10-19,78,61
H011,2025-08-28,59,50
H012,2025-09-05,58,39
H013,2025-11-17,69,50
H014,2025-08-09,41,31
H015,2025-07-18,75,62
H016,2025-08-19,57,39
H017,2025-08-05,106,85
H018,2025-12-11,42,27
H019,2025-11-12,110,79
H020,2025-11-21,88,62
H021,2025-10-02,94,66
H022,2025-08-07,48,37
H023,2025-07-05,105,76
H024,2025-12-16,74,51
H025,2025-11-25,112,80
H026,2025-12-25,108,80
H027,2025-12-05,112,81
H028,2025-09-10,72,53
H029,2025-10-31,70,57
H030,2025-09-21,68,56
H031,2025-09-12,104,80
H032,2025-07-08,115,85
H033,2025-12-10,95,76
H034,2025-08-02,100,78
H035,2025-11-22,84,63
H036,2025-11-26,43,34
H037,2025-10-04,67,49
H038,2025-12-27,99,74
H039,2025-12-27,105,84
H040,2025-12-05,40,25
H041,2025-08-12,86,64
H042,2025-07-16,83,59
H043,2025-08-11,68,51
H044,2025-08-01,64,54
H045,2025-12-06,106,78
H046,2025-12-31,75,57
H047,2025-11-12,60,45
H048,2025-11-18,93,68
H049,2025-11-30,58,47
H050,2025-11-21,114,91
H001,2025-12-18,74,53
H002,2025-11-16,71,54
H003,2025-09-12,95,71
H004,2025-11-27,51,39
